id,caption,qas
partiprompt_926,a robot kicking a soccer ball,"[{""question"": ""is this a robot?"", ""answer"": ""yes""}, {""question"": ""what type of ball is this?"", ""answer"": ""soccer ball""}, {""question"": ""is the robot kicking the soccer ball?"", ""answer"": ""yes""}]"
partiprompt_927,a cat looking out of a window,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a window?"", ""answer"": ""yes""}, {""question"": ""is the cat looking out of the window?"", ""answer"": ""yes""}, {""question"": ""what is the cat doing?"", ""answer"": ""looking out of""}]"
partiprompt_928,a cat coming through a cat door,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""is there a cat door?"", ""answer"": ""yes""}, {""question"": ""what type of door is this?"", ""answer"": ""cat door""}, {""question"": ""is the cat coming through the cat door?"", ""answer"": ""yes""}]"
partiprompt_929,a cat jumping in the air,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping?"", ""answer"": ""yes""}, {""question"": ""is the cat in the air?"", ""answer"": ""yes""}, {""question"": ""is the cat in the air or on the ground?"", ""answer"": ""in the air""}]"
partiprompt_930,a cat jumping in the air to catch a bird,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping?"", ""answer"": ""yes""}, {""question"": ""is the cat trying to catch the bird?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping in the air?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping in the air or on the ground?"", ""answer"": ""in the air""}]"
partiprompt_931,a cat jumping in the air to get onto a table,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping in the air?"", ""answer"": ""yes""}, {""question"": ""is the cat in the air or on the ground?"", ""answer"": ""in the air""}, {""question"": ""is the cat jumping to get onto the table?"", ""answer"": ""yes""}]"
partiprompt_932,a sunset behind the grand canyon,"[{""question"": ""is this a sunset?"", ""answer"": ""yes""}, {""question"": ""is this the grand canyon?"", ""answer"": ""yes""}, {""question"": ""is the sunset behind the grand canyon?"", ""answer"": ""yes""}]"
partiprompt_933,a boat in the canals of venice,"[{""question"": ""is this a boat?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""boat""}, {""question"": ""are these canals?"", ""answer"": ""yes""}, {""question"": ""is this venice?"", ""answer"": ""yes""}, {""question"": ""what city is this?"", ""answer"": ""venice""}]"
partiprompt_934,a large white yacht,"[{""question"": ""is this a yacht?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""yacht""}, {""question"": ""is the yacht white?"", ""answer"": ""yes""}, {""question"": ""what color is the yacht?"", ""answer"": ""white""}, {""question"": ""is the yacht large?"", ""answer"": ""yes""}, {""question"": ""is the yacht large or small?"", ""answer"": ""large""}]"
partiprompt_935,a panda eating bamboo,"[{""question"": ""is this a panda?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""panda""}, {""question"": ""is there bamboo?"", ""answer"": ""yes""}, {""question"": ""what is the panda eating?"", ""answer"": ""bamboo""}, {""question"": ""is the panda eating?"", ""answer"": ""yes""}, {""question"": ""what is the panda doing?"", ""answer"": ""eating""}]"
partiprompt_936,a fog rolling into new york,"[{""question"": ""is there fog?"", ""answer"": ""yes""}, {""question"": ""what type of weather is this?"", ""answer"": ""fog""}, {""question"": ""what city is this?"", ""answer"": ""new york""}, {""question"": ""is the fog rolling?"", ""answer"": ""yes""}]"
partiprompt_937,a green clock,"[{""question"": ""is this a clock?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""clock""}, {""question"": ""is the clock green?"", ""answer"": ""yes""}, {""question"": ""what color is the clock?"", ""answer"": ""green""}]"
partiprompt_938,a photo of a phone from the 20s,"[{""question"": ""is this a phone?"", ""answer"": ""yes""}, {""question"": ""what type of device is this?"", ""answer"": ""phone""}, {""question"": ""is this a photo?"", ""answer"": ""yes""}, {""question"": ""is this a phone from the 20s?"", ""answer"": ""yes""}, {""question"": ""is this a phone from the 20s or the 30s?"", ""answer"": ""20s""}]"
partiprompt_939,a photo of the food of china,"[{""question"": ""is this the food of china?"", ""answer"": ""yes""}, {""question"": ""what country is this food from?"", ""answer"": ""china""}, {""question"": ""is this a photo?"", ""answer"": ""yes""}]"
partiprompt_940,a baby daikon radish,"[{""question"": ""is this a baby daikon radish?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""baby daikon radish""}]"
partiprompt_941,a very fancy French restaurant,"[{""question"": ""is this a restaurant?"", ""answer"": ""yes""}, {""question"": ""is this a very fancy restaurant?"", ""answer"": ""yes""}, {""question"": ""is this a French restaurant?"", ""answer"": ""yes""}]"
partiprompt_942,a tiger standing by some flowers,"[{""question"": ""is this a tiger?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""tiger""}, {""question"": ""are there flowers?"", ""answer"": ""yes""}, {""question"": ""is the tiger standing?"", ""answer"": ""yes""}]"
partiprompt_943,a bench next to a flower pot,"[{""question"": ""is there a bench next to a flower pot?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""bench""}, {""question"": ""is there a flower pot?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""flower pot""}, {""question"": ""is the bench next to the flower pot?"", ""answer"": ""yes""}]"
partiprompt_944,a bird standing on a stick,"[{""question"": ""is this a bird?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""bird""}, {""question"": ""is there a stick?"", ""answer"": ""yes""}, {""question"": ""is the bird standing?"", ""answer"": ""yes""}]"
partiprompt_945,a blue sports car on the road,"[{""question"": ""is this a sports car?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""sports car""}, {""question"": ""is this a road?"", ""answer"": ""yes""}, {""question"": ""is the car blue?"", ""answer"": ""yes""}, {""question"": ""what color is the car?"", ""answer"": ""blue""}]"
partiprompt_946,a red sports car on the road,"[{""question"": ""is this a sports car?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""sports car""}, {""question"": ""is this a road?"", ""answer"": ""yes""}, {""question"": ""is the car red?"", ""answer"": ""yes""}, {""question"": ""what color is the car?"", ""answer"": ""red""}]"
partiprompt_947,a soccer ball flying over a car,"[{""question"": ""is this a soccer ball?"", ""answer"": ""yes""}, {""question"": ""is the soccer ball flying over the car?"", ""answer"": ""yes""}, {""question"": ""is the soccer ball over the car?"", ""answer"": ""yes""}, {""question"": ""is the soccer ball over or under the car?"", ""answer"": ""over""}]"
partiprompt_948,the finale of a fireworks display,"[{""question"": ""is this the finale of a fireworks display?"", ""answer"": ""yes""}, {""question"": ""what type of event is this?"", ""answer"": ""fireworks display""}]"
partiprompt_949,beautiful fireworks in the sky,"[{""question"": ""are there fireworks in the sky?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""fireworks""}, {""question"": ""is this the sky?"", ""answer"": ""yes""}, {""question"": ""are the fireworks beautiful?"", ""answer"": ""yes""}]"
partiprompt_950,a subway train,"[{""question"": ""is this a subway train?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""subway train""}]"
partiprompt_951,a subway train coming out of a tunnel,"[{""question"": ""is this a subway train?"", ""answer"": ""yes""}, {""question"": ""what type of vehicle is this?"", ""answer"": ""subway train""}, {""question"": ""is this a tunnel?"", ""answer"": ""yes""}, {""question"": ""is the subway train coming out of the tunnel?"", ""answer"": ""yes""}]"
partiprompt_952,a yellow t-shirt,"[{""question"": ""is this a t-shirt?"", ""answer"": ""yes""}, {""question"": ""is the t-shirt yellow?"", ""answer"": ""yes""}, {""question"": ""what color is the t-shirt?"", ""answer"": ""yellow""}]"
partiprompt_953,a blue t-shirt,"[{""question"": ""is this a t-shirt?"", ""answer"": ""yes""}, {""question"": ""is the t-shirt blue?"", ""answer"": ""yes""}, {""question"": ""what color is the t-shirt?"", ""answer"": ""blue""}]"
partiprompt_954,a flag furling in the wind,"[{""question"": ""is this a flag?"", ""answer"": ""yes""}, {""question"": ""what type of object is this?"", ""answer"": ""flag""}, {""question"": ""is the flag furling?"", ""answer"": ""yes""}, {""question"": ""is there wind?"", ""answer"": ""yes""}]"
partiprompt_955,a white towel,"[{""question"": ""is this a towel?"", ""answer"": ""yes""}, {""question"": ""is the towel white?"", ""answer"": ""yes""}, {""question"": ""what color is the towel?"", ""answer"": ""white""}]"
partiprompt_956,a white towel with a cat on it,"[{""question"": ""is there a towel?"", ""answer"": ""yes""}, {""question"": ""is there a cat?"", ""answer"": ""yes""}, {""question"": ""is the towel white?"", ""answer"": ""yes""}, {""question"": ""what color is the towel?"", ""answer"": ""white""}, {""question"": ""is the cat on the towel?"", ""answer"": ""yes""}]"
partiprompt_957,a black towel,"[{""question"": ""is this a towel?"", ""answer"": ""yes""}, {""question"": ""is the towel black?"", ""answer"": ""yes""}, {""question"": ""what color is the towel?"", ""answer"": ""black""}]"
partiprompt_958,a black towel with a dog on it,"[{""question"": ""is there a towel?"", ""answer"": ""yes""}, {""question"": ""is there a dog?"", ""answer"": ""yes""}, {""question"": ""is the towel black?"", ""answer"": ""yes""}, {""question"": ""what color is the towel?"", ""answer"": ""black""}, {""question"": ""is the dog on the towel?"", ""answer"": ""yes""}]"
partiprompt_959,a yellow wall,"[{""question"": ""is this a wall?"", ""answer"": ""yes""}, {""question"": ""is the wall yellow?"", ""answer"": ""yes""}, {""question"": ""what color is the wall?"", ""answer"": ""yellow""}]"
partiprompt_960,a friendly car in the city,"[{""question"": ""is this a car?"", ""answer"": ""yes""}, {""question"": ""is this a city?"", ""answer"": ""yes""}, {""question"": ""is the car friendly?"", ""answer"": ""yes""}]"
partiprompt_961,an owl family in the forest,"[{""question"": ""is this an owl family?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""owl family""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""forest""}]"
partiprompt_962,a kangaroo jumping through the park,"[{""question"": ""is this a kangaroo?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""kangaroo""}, {""question"": ""is this a park?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""park""}, {""question"": ""is the kangaroo jumping?"", ""answer"": ""yes""}, {""question"": ""is the kangaroo jumping through the park?"", ""answer"": ""yes""}]"
partiprompt_963,a street in Paris,"[{""question"": ""is this a street?"", ""answer"": ""yes""}, {""question"": ""is this Paris?"", ""answer"": ""yes""}]"
partiprompt_964,a canal in Venice,"[{""question"": ""is this a canal?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""canal""}, {""question"": ""is this a canal in Venice?"", ""answer"": ""yes""}]"
partiprompt_965,a small house,"[{""question"": ""is this a house?"", ""answer"": ""yes""}, {""question"": ""is the house small?"", ""answer"": ""yes""}]"
partiprompt_966,a small house on a mountain top,"[{""question"": ""is this a house?"", ""answer"": ""yes""}, {""question"": ""is this a mountain?"", ""answer"": ""yes""}, {""question"": ""is the house small?"", ""answer"": ""yes""}, {""question"": ""is the house on the mountain?"", ""answer"": ""yes""}, {""question"": ""is the house on the top of the mountain?"", ""answer"": ""yes""}]"
partiprompt_967,the grand canyon on a cloudy day,"[{""question"": ""is this a cloudy day?"", ""answer"": ""yes""}]"
partiprompt_968,a house on a mountain,"[{""question"": ""is there a house on the mountain?"", ""answer"": ""yes""}, {""question"": ""is this a mountain?"", ""answer"": ""yes""}, {""question"": ""is the house on the mountain?"", ""answer"": ""yes""}]"
partiprompt_969,a photograph of a house on a mountain,"[{""question"": ""is this a house?"", ""answer"": ""yes""}, {""question"": ""is this a mountain?"", ""answer"": ""yes""}, {""question"": ""is this a photograph?"", ""answer"": ""yes""}]"
partiprompt_970,a peaceful lakeside landscape,"[{""question"": ""is this a lakeside landscape?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""lakeside landscape""}, {""question"": ""is this a peaceful lakeside landscape?"", ""answer"": ""yes""}]"
partiprompt_971,a cat reading a book,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a book?"", ""answer"": ""yes""}, {""question"": ""what is the cat reading?"", ""answer"": ""book""}, {""question"": ""is the cat reading?"", ""answer"": ""yes""}]"
partiprompt_972,a cat reading a newspaper,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a newspaper?"", ""answer"": ""yes""}, {""question"": ""what type of paper is this?"", ""answer"": ""newspaper""}, {""question"": ""is the cat reading?"", ""answer"": ""yes""}]"
partiprompt_973,a cat reading a comic book,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""cat""}, {""question"": ""is there a comic book?"", ""answer"": ""yes""}, {""question"": ""what type of book is this?"", ""answer"": ""comic book""}, {""question"": ""is the cat reading a comic book?"", ""answer"": ""yes""}]"
partiprompt_974,a horse reading a book,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is there a book?"", ""answer"": ""yes""}, {""question"": ""what is the horse reading?"", ""answer"": ""book""}, {""question"": ""is the horse reading?"", ""answer"": ""yes""}]"
partiprompt_975,a horse reading a newspaper,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is there a newspaper?"", ""answer"": ""yes""}, {""question"": ""is the horse reading?"", ""answer"": ""yes""}]"
partiprompt_976,a horse reading a comic book,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is there a comic book?"", ""answer"": ""yes""}, {""question"": ""what type of book is this?"", ""answer"": ""comic book""}, {""question"": ""is the horse reading a comic book?"", ""answer"": ""yes""}]"
partiprompt_977,a cat jumping down from a wall,"[{""question"": ""is this a cat?"", ""answer"": ""yes""}, {""question"": ""is there a wall?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping down?"", ""answer"": ""yes""}, {""question"": ""is the cat jumping down from the wall?"", ""answer"": ""yes""}]"
partiprompt_978,a pumpkin with a candle in it,"[{""question"": ""is this a pumpkin?"", ""answer"": ""yes""}, {""question"": ""is there a candle in the pumpkin?"", ""answer"": ""yes""}, {""question"": ""is the candle in the pumpkin?"", ""answer"": ""yes""}]"
partiprompt_979,a sword in a stone,"[{""question"": ""is there a sword in the stone?"", ""answer"": ""yes""}, {""question"": ""is there a stone?"", ""answer"": ""yes""}]"
partiprompt_980,an Egyptian statue,"[{""question"": ""is this an Egyptian statue?"", ""answer"": ""yes""}]"
partiprompt_981,an Egyptian statue in the desert,"[{""question"": ""is this a desert?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""desert""}]"
partiprompt_982,a massive statue in a temple,"[{""question"": ""is there a statue in the temple?"", ""answer"": ""yes""}, {""question"": ""is this a temple?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""temple""}, {""question"": ""is the statue massive?"", ""answer"": ""yes""}, {""question"": ""is the statue massive or small?"", ""answer"": ""massive""}]"
partiprompt_983,a circular logo on a coffee mug,"[{""question"": ""is there a logo on the coffee mug?"", ""answer"": ""yes""}, {""question"": ""is this a coffee mug?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""coffee mug""}, {""question"": ""is the logo circular?"", ""answer"": ""yes""}, {""question"": ""what shape is the logo?"", ""answer"": ""circular""}]"
partiprompt_984,a pig in a field,"[{""question"": ""is this a pig?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""pig""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""field""}]"
partiprompt_985,a horse in a field,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""field""}]"
partiprompt_986,a squirrel in a field,"[{""question"": ""is this a squirrel?"", ""answer"": ""yes""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""field""}]"
partiprompt_987,a tiger in a field,"[{""question"": ""is this a tiger?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""tiger""}, {""question"": ""is this a field?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""field""}]"
partiprompt_988,a pig in a forest,"[{""question"": ""is this a pig?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""pig""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""forest""}]"
partiprompt_989,a horse in a forest,"[{""question"": ""is this a horse?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""horse""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}]"
partiprompt_990,a squirrel in a forest,"[{""question"": ""is this a squirrel?"", ""answer"": ""yes""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""forest""}]"
partiprompt_991,a tiger in a forest,"[{""question"": ""is this a tiger?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""tiger""}, {""question"": ""is this a forest?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""forest""}]"
partiprompt_992,a hammer on a table,"[{""question"": ""is there a hammer on the table?"", ""answer"": ""yes""}, {""question"": ""what type of tool is this?"", ""answer"": ""hammer""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
partiprompt_993,a screwdriver on a table,"[{""question"": ""is there a screwdriver on the table?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}]"
partiprompt_994,a handsaw on a table,"[{""question"": ""is there a handsaw on the table?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
partiprompt_995,a power drill on a table,"[{""question"": ""is this a power drill?"", ""answer"": ""yes""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
partiprompt_996,a bloody mary cocktail,"[{""question"": ""is this a bloody mary cocktail?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""bloody mary cocktail""}]"
partiprompt_997,an old-fashioned cocktail,"[{""question"": ""is this a cocktail?"", ""answer"": ""yes""}, {""question"": ""is this an old-fashioned cocktail?"", ""answer"": ""yes""}]"
partiprompt_998,a long-island ice tea cocktail,"[{""question"": ""is this a long-island ice tea cocktail?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""long-island ice tea cocktail""}]"
partiprompt_999,a tree surrounded by flowers,"[{""question"": ""is there a tree?"", ""answer"": ""yes""}, {""question"": ""are there flowers?"", ""answer"": ""yes""}, {""question"": ""is the tree surrounded by flowers?"", ""answer"": ""yes""}, {""question"": ""what is the tree surrounded by?"", ""answer"": ""flowers""}]"
partiprompt_1000,a street with several cars on it,"[{""question"": ""is this a street?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""street""}, {""question"": ""are there cars on the street?"", ""answer"": ""yes""}, {""question"": ""are there several cars?"", ""answer"": ""yes""}]"
partiprompt_1001,an avocado on a table,"[{""question"": ""is there an avocado?"", ""answer"": ""yes""}, {""question"": ""what fruit is on the table?"", ""answer"": ""avocado""}, {""question"": ""is there a table?"", ""answer"": ""yes""}, {""question"": ""what type of furniture is this?"", ""answer"": ""table""}]"
partiprompt_1002,a kitchen with a large refrigerator,"[{""question"": ""is this a kitchen?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""kitchen""}, {""question"": ""is there a refrigerator?"", ""answer"": ""yes""}, {""question"": ""what type of appliance is this?"", ""answer"": ""refrigerator""}, {""question"": ""is the refrigerator large?"", ""answer"": ""yes""}, {""question"": ""is the refrigerator large or small?"", ""answer"": ""large""}]"
partiprompt_1003,weeds in the cracks of a sidewalk,"[{""question"": ""are there weeds in the cracks of the sidewalk?"", ""answer"": ""yes""}, {""question"": ""what type of plant is this?"", ""answer"": ""weeds""}, {""question"": ""are there cracks in the sidewalk?"", ""answer"": ""yes""}, {""question"": ""is this a sidewalk?"", ""answer"": ""yes""}, {""question"": ""are the weeds in the cracks of the sidewalk?"", ""answer"": ""yes""}]"
partiprompt_1004,a wood treehouse in an oak tree,"[{""question"": ""is this a treehouse?"", ""answer"": ""yes""}, {""question"": ""is this a tree?"", ""answer"": ""yes""}, {""question"": ""is the treehouse wood?"", ""answer"": ""yes""}, {""question"": ""what is the material of the treehouse?"", ""answer"": ""wood""}, {""question"": ""is this an oak tree?"", ""answer"": ""yes""}, {""question"": ""what type of tree is this?"", ""answer"": ""oak""}]"
partiprompt_1005,a metal treehouse in an oak tree,"[{""question"": ""is this a treehouse?"", ""answer"": ""yes""}, {""question"": ""is this an oak tree?"", ""answer"": ""yes""}, {""question"": ""what type of plant is this?"", ""answer"": ""oak tree""}, {""question"": ""is the treehouse metal?"", ""answer"": ""yes""}, {""question"": ""what is the material of the treehouse?"", ""answer"": ""metal""}]"
partiprompt_1006,a violin next to an apple,"[{""question"": ""is there a violin?"", ""answer"": ""yes""}, {""question"": ""what type of instrument is this?"", ""answer"": ""violin""}, {""question"": ""is there an apple?"", ""answer"": ""yes""}, {""question"": ""what fruit is in the picture?"", ""answer"": ""apple""}, {""question"": ""is the violin next to the apple?"", ""answer"": ""yes""}]"
partiprompt_1007,a room with two chairs and a painting,"[{""question"": ""is this a room?"", ""answer"": ""yes""}, {""question"": ""are there chairs in the room?"", ""answer"": ""yes""}, {""question"": ""is there a painting in the room?"", ""answer"": ""yes""}, {""question"": ""what type of art is in the room?"", ""answer"": ""painting""}, {""question"": ""are there two chairs?"", ""answer"": ""yes""}, {""question"": ""how many chairs are in the room?"", ""answer"": ""2""}]"
partiprompt_1008,a canal in Amsterdam,"[{""question"": ""is this a canal?"", ""answer"": ""yes""}, {""question"": ""what type of place is this?"", ""answer"": ""canal""}, {""question"": ""is this a canal in Amsterdam?"", ""answer"": ""yes""}]"
partiprompt_1009,red apples on a tree with green leaves,"[{""question"": ""are there apples on the tree?"", ""answer"": ""yes""}, {""question"": ""what fruit is on the tree?"", ""answer"": ""apples""}, {""question"": ""is this a tree?"", ""answer"": ""yes""}, {""question"": ""what type of plant is this?"", ""answer"": ""tree""}, {""question"": ""are there leaves on the tree?"", ""answer"": ""yes""}, {""question"": ""are the apples red?"", ""answer"": ""yes""}, {""question"": ""what color are the apples?"", ""answer"": ""red""}, {""question"": ""are the leaves green?"", ""answer"": ""yes""}, {""question"": ""what color are the leaves?"", ""answer"": ""green""}]"
partiprompt_1010,a stop sign,"[{""question"": ""is this a stop sign?"", ""answer"": ""yes""}, {""question"": ""what type of sign is this?"", ""answer"": ""stop sign""}]"
partiprompt_1011,a yield sign,"[{""question"": ""is this a yield sign?"", ""answer"": ""yes""}, {""question"": ""what type of sign is this?"", ""answer"": ""yield sign""}]"
partiprompt_1012,a mountain with a cloud hanging over it,"[{""question"": ""is this a mountain?"", ""answer"": ""yes""}, {""question"": ""is there a cloud?"", ""answer"": ""yes""}, {""question"": ""what is hanging over the mountain?"", ""answer"": ""cloud""}, {""question"": ""is the cloud hanging over the mountain?"", ""answer"": ""yes""}, {""question"": ""is the cloud over the mountain?"", ""answer"": ""yes""}, {""question"": ""is the cloud over or under the mountain?"", ""answer"": ""over""}]"
partiprompt_1013,a bottle of red wine,"[{""question"": ""is there a bottle of wine?"", ""answer"": ""yes""}, {""question"": ""is there wine?"", ""answer"": ""yes""}, {""question"": ""is the wine red?"", ""answer"": ""yes""}, {""question"": ""what color is the wine?"", ""answer"": ""red""}]"
partiprompt_1014,the cover of a book about gardening,"[{""question"": ""is this the cover of a book?"", ""answer"": ""yes""}, {""question"": ""is this a book?"", ""answer"": ""yes""}, {""question"": ""is this a book about gardening?"", ""answer"": ""yes""}, {""question"": ""what is this book about?"", ""answer"": ""gardening""}]"
partiprompt_1015,a milk container on a table,"[{""question"": ""is there a milk container on the table?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""milk container""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
partiprompt_1016,a milk container in a refrigerator,"[{""question"": ""is there a milk container in the refrigerator?"", ""answer"": ""yes""}, {""question"": ""is there a refrigerator?"", ""answer"": ""yes""}]"
partiprompt_1017,a marine iguana crossing the street,"[{""question"": ""is this a marine iguana?"", ""answer"": ""yes""}, {""question"": ""what animal is in the picture?"", ""answer"": ""marine iguana""}, {""question"": ""is this a street?"", ""answer"": ""yes""}, {""question"": ""is the marine iguana crossing the street?"", ""answer"": ""yes""}]"
partiprompt_1018,cash on a stone floor,"[{""question"": ""is there cash on the stone floor?"", ""answer"": ""yes""}, {""question"": ""is this a stone floor?"", ""answer"": ""yes""}, {""question"": ""what type of floor is this?"", ""answer"": ""stone floor""}]"
partiprompt_1019,a half-peeled banana,"[{""question"": ""is this a banana?"", ""answer"": ""yes""}, {""question"": ""what fruit is this?"", ""answer"": ""banana""}, {""question"": ""is the banana half-peeled?"", ""answer"": ""yes""}]"
partiprompt_1020,a black baseball hat,"[{""question"": ""is this a baseball hat?"", ""answer"": ""yes""}, {""question"": ""is the hat black?"", ""answer"": ""yes""}, {""question"": ""what color is the hat?"", ""answer"": ""black""}]"
partiprompt_1021,black hi-top sneakers,"[{""question"": ""are these sneakers?"", ""answer"": ""yes""}, {""question"": ""are the sneakers black?"", ""answer"": ""yes""}, {""question"": ""what color are the sneakers?"", ""answer"": ""black""}, {""question"": ""are the sneakers hi-top?"", ""answer"": ""yes""}]"
partiprompt_1022,a roast turkey on the table,"[{""question"": ""is there a roast turkey on the table?"", ""answer"": ""yes""}, {""question"": ""what type of food is this?"", ""answer"": ""roast turkey""}, {""question"": ""is there a table?"", ""answer"": ""yes""}]"
partiprompt_1023,a plate with white rice topped by cooked vegetables,"[{""question"": ""is there a plate with white rice topped by cooked vegetables?"", ""answer"": ""yes""}, {""question"": ""what type of container is this?"", ""answer"": ""plate""}, {""question"": ""is there rice?"", ""answer"": ""yes""}, {""question"": ""are there vegetables?"", ""answer"": ""yes""}, {""question"": ""is the rice topped by cooked vegetables?"", ""answer"": ""yes""}, {""question"": ""is the rice white?"", ""answer"": ""yes""}, {""question"": ""what color is the rice?"", ""answer"": ""white""}, {""question"": ""are the vegetables cooked?"", ""answer"": ""yes""}, {""question"": ""are the vegetables cooked or raw?"", ""answer"": ""cooked""}]"
partiprompt_1024,slices of avocado on a piece of toast,"[{""question"": ""are there slices of avocado on the toast?"", ""answer"": ""yes""}, {""question"": ""what fruit is on the toast?"", ""answer"": ""avocado""}, {""question"": ""is there toast?"", ""answer"": ""yes""}, {""question"": ""are there slices of avocado?"", ""answer"": ""yes""}]"
partiprompt_1025,slices of mango on a piece of toast,"[{""question"": ""are there slices of mango on the toast?"", ""answer"": ""yes""}, {""question"": ""is there mango?"", ""answer"": ""yes""}, {""question"": ""what fruit is on the toast?"", ""answer"": ""mango""}, {""question"": ""is there toast?"", ""answer"": ""yes""}]"
